step,box_rotation_step_score_0
0,-2.0
1,-2.260561268485617e-05
2,2.260561268485617e-05
3,0.0
4,-2.260561268485617e-05
5,-2.260561268485617e-05
6,0.0
7,0.0
8,0.0
9,4.521122536971234e-05
10,-2.260561268485617e-05
11,-2.260561268485617e-05
12,0.0
13,0.0
14,2.260561268485617e-05
15,2.260561268485617e-05
16,-2.260561268485617e-05
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,-2.260561268485617e-05
28,0.0
29,0.0
30,2.260561268485617e-05
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,2.260561268485617e-05
37,-2.260561268485617e-05
38,0.0
39,2.260561268485617e-05
40,-2.260561268485617e-05
41,0.0
42,-2.260561268485617e-05
43,0.0
44,2.260561268485617e-05
45,3.390841811778955e-05
46,-1.1302806342428084e-05
47,0.0
48,0.0
49,-2.260561268485617e-05
50,0.0
51,0.0
52,3.390841811778955e-05
53,-3.390841811778955e-05
54,3.390841811778955e-05
55,-3.390841811778955e-05
56,-2.260561268485617e-05
57,0.0
58,0.0
59,2.260561268485617e-05
60,2.260561268485617e-05
61,-2.260561268485617e-05
62,0.0
63,0.0
64,2.260561268485617e-05
65,0.0
66,-2.260561268485617e-05
67,4.521122536971234e-05
68,-1.1302806342428084e-05
69,-1.1302806342428084e-05
70,-2.260561268485617e-05
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,3.390841811778955e-05
78,-1.1302806342428084e-05
79,-2.260561268485617e-05
80,0.0
81,0.0
82,4.521122536971234e-05
83,0.0
84,-2.260561268485617e-05
85,-2.260561268485617e-05
86,0.0
87,4.521122536971234e-05
88,-2.260561268485617e-05
89,0.0
90,-2.260561268485617e-05
91,2.260561268485617e-05
92,-4.521122536971234e-05
93,0.0
94,0.0
95,2.260561268485617e-05
96,3.390841811778955e-05
97,-1.1302806342428084e-05
98,0.0
99,-2.260561268485617e-05
100,3.390841811778955e-05
101,-1.1302806342428084e-05
102,-2.260561268485617e-05
103,3.390841811778955e-05
104,-1.1302806342428084e-05
105,-2.260561268485617e-05
106,3.390841811778955e-05
107,-3.390841811778955e-05
108,4.521122536971234e-05
109,-2.260561268485617e-05
110,-2.260561268485617e-05
111,4.521122536971234e-05
112,-1.1302806342428084e-05
113,-1.1302806342428084e-05
114,-2.260561268485617e-05
115,0.0
116,0.0
117,2.260561268485617e-05
118,-2.260561268485617e-05
119,3.390841811778955e-05
120,-1.1302806342428084e-05
121,-2.260561268485617e-05
122,3.390841811778955e-05
123,-1.1302806342428084e-05
124,0.0
125,-4.521122536971234e-05
126,4.521122536971234e-05
127,-2.260561268485617e-05
128,3.390841811778955e-05
129,-3.390841811778955e-05
130,4.521122536971234e-05
131,0.0
132,-2.260561268485617e-05
133,-2.260561268485617e-05
134,0.0
135,0.0
136,-2.260561268485617e-05
137,0.0
138,2.260561268485617e-05
139,0.0
140,0.0
141,0.0
142,4.521122536971234e-05
143,-2.260561268485617e-05
144,-2.260561268485617e-05
145,2.260561268485617e-05
146,-4.521122536971234e-05
147,0.0
148,2.260561268485617e-05
149,0.0
150,0.0
151,3.390841811778955e-05
152,-1.1302806342428084e-05
153,-2.260561268485617e-05
154,0.0
155,2.260561268485617e-05
156,-2.260561268485617e-05
157,4.521122536971234e-05
158,-1.1302806342428084e-05
159,-1.1302806342428084e-05
160,-2.260561268485617e-05
161,0.0
162,0.0
163,0.0
164,0.0
165,-2.260561268485617e-05
166,0.0
167,2.260561268485617e-05
168,-2.260561268485617e-05
169,0.0
170,2.260561268485617e-05
171,-2.260561268485617e-05
172,0.0
173,4.521122536971234e-05
174,-2.260561268485617e-05
175,2.260561268485617e-05
176,-2.260561268485617e-05
177,0.0
178,2.260561268485617e-05
179,-2.260561268485617e-05
180,0.0
181,0.0
182,0.0
183,0.0
184,-2.260561268485617e-05
185,2.260561268485617e-05
186,-2.260561268485617e-05
187,2.260561268485617e-05
188,-2.260561268485617e-05
189,0.0
190,2.260561268485617e-05
191,-2.260561268485617e-05
192,2.260561268485617e-05
193,-2.260561268485617e-05
194,0.0
195,0.0
196,2.260561268485617e-05
197,-2.260561268485617e-05
198,0.0
